;SYMBOL;MAP;chromosome_name
ENSG00000168216;LMBRD1;6q13;6
ENSG00000164187;LMBRD2;5p13.2;5
ENSG00000071282;LMCD1;3p25.3;3
ENSG00000227110;LMCD1-AS1;3p25.3;3
ENSG00000103227;LMF1;16p13.3;16
ENSG00000260439;LMF1-AS1;16p13.3;16
ENSG00000100258;LMF2;22q13.33;22
ENSG00000185621;LMLN;3q29;3
ENSG00000232832;LMLN-AS1;3q29;3
ENSG00000160789;LMNA;1q22;1
ENSG00000113368;LMNB1;5q23.2;5
ENSG00000251072;LMNB1-DT;5q23.2;5
ENSG00000176619;LMNB2;19p13.3;19
ENSG00000152936;LMNTD1;12p12.1;12
ENSG00000185522;LMNTD2;11p15.5;11
ENSG00000254815;LMNTD2-AS1;11p15.5;11
ENSG00000166407;LMO1;11p15.4;11
ENSG00000135363;LMO2;11p13;11
ENSG00000048540;LMO3;12p12.3;12
ENSG00000143013;LMO4;1p22.3;1
ENSG00000136153;LMO7;13q22.2;13
ENSG00000261105;LMO7-AS1;13q22.2;13
ENSG00000178734;LMO7DN;13q22.2;13
ENSG00000223458;LMO7DN-IT1;13q22.2;13
ENSG00000163431;LMOD1;1q32.1;1
ENSG00000170807;LMOD2;7q31.32;7
ENSG00000163380;LMOD3;3p14.1;3
ENSG00000164715;LMTK2;7q21.3;7
ENSG00000142235;LMTK3;19q13.33;19
ENSG00000162761;LMX1A;1q23.3;1
ENSG00000136944;LMX1B;9q33.3;9
ENSG00000228412;LNC-LBCS;6p22.3;6
ENSG00000231131;LNCAROD;10q21.1;10
ENSG00000233086;LNCARSR;9q21.31;9
ENSG00000238005;LNCATV;1q42.3;1
ENSG00000249436;LNCBRM;5q11.2;5
ENSG00000288638;LNCDAT;6q27;6
ENSG00000237396;LNCNEF;20p11.21;20
ENSG00000253741;LNCOC1;8q24.3;8
ENSG00000257219;LNCOG;12q21.2;12
ENSG00000226079;LNCPOIR;6q22.1;6
ENSG00000232301;LNCPRESS1;7q22.1;7
ENSG00000240032;LNCSRLR;3q24;3
ENSG00000234546;LNCTAM34A;1p36.22;1
ENSG00000206535;LNP1;3q12.2;3
ENSG00000113441;LNPEP;5q15;5
ENSG00000144320;LNPK;2q31.1;2
ENSG00000072201;LNX1;4q12;4
ENSG00000250930;LNX1-AS1;4q12;4
ENSG00000139517;LNX2;13q12.2;13
ENSG00000271113;LOC100101127;8q13.3;8
ENSG00000270880;LOC100127892;3q13.31;3
ENSG00000219736;LOC100127900;6q13;6
ENSG00000217334;LOC100127917;6q14.3;6
ENSG00000256041;LOC100127954;11q12.3;11
ENSG00000260494;LOC100127965;16p11.2;16
ENSG00000257807;LOC100127978;12q13.11;12
ENSG00000248376;LOC100127981;4q35.1;4
ENSG00000250928;LOC100127986;5q23.1;5
ENSG00000262503;LOC100128007;17p13.1;17
ENSG00000267066;LOC100128022;18q21.32;18
ENSG00000234639;LOC100128052;7q33;7
ENSG00000250274;LOC100128059;5q35.1;5
ENSG00000239219;LOC100128164;3q26.2;3
ENSG00000254411;LOC100128210;11q12.1;11
ENSG00000257368;LOC100128248;12q12;12
ENSG00000270509;LOC100128293;6q12;6
ENSG00000179253;LOC100128310;20q13.33;20
ENSG00000233491;LOC100128317;7q21.11;7
ENSG00000235713;LOC100128334;7q22.1;7
ENSG00000228940;LOC100128362;1p34.2;1
ENSG00000258681;LOC100128373;14q32.31;14
ENSG00000176593;LOC100128398;19q13.43;19
ENSG00000251143;LOC100128494;11q13.4;11
ENSG00000260939;LOC100128523;16q12.2;16
ENSG00000243979;LOC100128548;8q22.1;8
ENSG00000226241;LOC100128601;Xq22.1;X
ENSG00000218520;LOC100128610;6q12;6
ENSG00000220556;LOC100128655;6p21.2;6
ENSG00000258320;LOC100128674;12q21.1;12
ENSG00000205890;LOC100128770;16p13.3;16
ENSG00000250020;LOC100128803;5p15.33;5
ENSG00000253886;LOC100128833;5q33.2;5
ENSG00000250812;LOC100128865;4q12;4
ENSG00000203396;LOC100128906;9q31.1;9
ENSG00000258962;LOC100128939;14q32.12;14
ENSG00000237372;LOC100129066;9q22.2;9
ENSG00000257128;LOC100129078;12q12;12
ENSG00000264104;LOC100129135;18q22.1;18
ENSG00000215869;LOC100129138;1p21.1;1
ENSG00000226280;LOC100129144;Xq12;X
ENSG00000224090;LOC100129175;2q35;2
ENSG00000245552;LOC100129203;11q21;11
ENSG00000226180;LOC100129215;16q24.2;16
ENSG00000230936;LOC100129276;7p11.2;7
ENSG00000237265;LOC100129291;Xq13.1;X
ENSG00000285746;LOC100129307;13q22.3;13
ENSG00000248777;LOC100129344;4p16.1;4
ENSG00000254076;LOC100129367;8q24.23;8
ENSG00000249213;LOC100129404;8p21.2;8
ENSG00000217139;LOC100129422;6q22.31;6
ENSG00000233251;LOC100129434;2p16.1;2
ENSG00000237016;LOC100129456;2q31.1;2
ENSG00000253725;LOC100129457;5q35.3;5
ENSG00000212989;LOC100129527;8q21.11;8
ENSG00000269896;LOC100129534;1p36.32;1
ENSG00000177699;LOC100129540;15q25.1;15
ENSG00000205695;LOC100129554;6q24.1;6
ENSG00000232036;LOC100129573;1q25.3;1
ENSG00000258206;LOC100129589;12q21.31;12
ENSG00000235707;LOC100129601;9q21.13;9
ENSG00000254660;LOC100129607;11q12.1;11
ENSG00000253668;LOC100129667;8q11.23;8
ENSG00000239835;LOC100129707;3q13.33;3
ENSG00000227815;LOC100129734;1q25.2;1
ENSG00000265417;LOC100129774;18p11.32;18
ENSG00000229305;LOC100129776;1p36.23;1
ENSG00000218565;LOC100129844;6q24.1;6
ENSG00000219867;LOC100129847;6q15;6
ENSG00000258906;LOC100129923;14q11.2;14
ENSG00000245748;LOC100129931;4p16.1;4
ENSG00000268153;LOC100129935;19q13.2;19
ENSG00000236042;LOC100129947;Xq25;X
ENSG00000270818;LOC100129949;1q43;1
ENSG00000213226;LOC100130018;1q21.1;1
ENSG00000259922;LOC100130044;16q13;16
ENSG00000248419;LOC100130072;4p16.1;4
ENSG00000256802;LOC100130111;15q13.1;15
ENSG00000237210;LOC100130121;7p11.2;7
ENSG00000226814;LOC100130137;1q31.2;1
ENSG00000254047;LOC100130177;5q33.3;5
ENSG00000255540;LOC100130203;11q14.3;11
ENSG00000254451;LOC100130268;12q21.1;12
ENSG00000241776;LOC100130326;3p12.1;3
ENSG00000237250;LOC100130331;1q43;1
ENSG00000215022;LOC100130357;6p24.1;6
ENSG00000235138;LOC100130548;9q34.2;9
ENSG00000240890;LOC100130550;3q22.1;3
ENSG00000203900;LOC100130587;20q13.33;20
ENSG00000261835;LOC100130602;16q12.1;16
ENSG00000253176;LOC100130612;8p21.1;8
ENSG00000235975;LOC100130620;Xq26.3;X
ENSG00000270832;LOC100130664;16q24.3;16
ENSG00000213963;LOC100130691;2q31.2;2
ENSG00000271329;LOC100130714;1p34.1;1
ENSG00000229405;LOC100130731;2p25.1;2
ENSG00000249541;LOC100130748;5p15.33;5
ENSG00000249505;LOC100130760;3q21.3;3
ENSG00000234586;LOC100130801;9p23;9
ENSG00000233437;LOC100130849;7p11.2;7
ENSG00000228984;LOC100130861;8q11.1;8
ENSG00000236114;LOC100130881;10q11.21;10
ENSG00000265240;LOC100131011;18q22.1;18
ENSG00000248387;LOC100131038;4q32.1;4
ENSG00000217231;LOC100131041;6q24.2;6
ENSG00000260379;LOC100131080;16p13.2;16
ENSG00000285818;LOC100131107;1q21.3;1
ENSG00000238026;LOC100131216;3q26.32;3
ENSG00000231357;LOC100131264;7p22.2;7
ENSG00000225191;LOC100131348;1p21.1;1
ENSG00000227965;LOC100131425;7p21.1;7
ENSG00000248847;LOC100131441;4q13.1;4
ENSG00000215795;LOC100131465;1q44;1
ENSG00000217648;LOC100131471;6q24.2;6
ENSG00000267882;LOC100131496;20q13.12;20
ENSG00000233388;LOC100131536;22q12.3;22
ENSG00000249411;LOC100131553;4q34.1;4
ENSG00000271491;LOC100131557;11p14.3;11
ENSG00000228804;LOC100131635;3q27.3;3
ENSG00000214147;LOC100131685;3q28;3
ENSG00000232337;LOC100131736;2q24.2;2
ENSG00000256093;LOC100131779;12q24.31;12
ENSG00000223886;LOC100131785;7q22.3;7
ENSG00000233196;LOC100131939;1q31.1;1
ENSG00000258587;LOC100131950;14q24.3;14
ENSG00000255428;LOC100132078;11q23.1;11
ENSG00000258262;LOC100132126;12q22;12
ENSG00000256674;LOC100132172;11q23.2;11
ENSG00000218107;LOC100132242;6p21.1;6
ENSG00000279561;LOC100132249;9q13;9
ENSG00000253107;LOC100132280;8q23.2;8
ENSG00000249380;LOC100132524;5p13.2;5
ENSG00000278720;LOC100132599;9q21.11;9
ENSG00000232905;LOC100132609;9q32;9
ENSG00000263733;LOC100132647;18q22.3;18
ENSG00000220537;LOC100132659;6q14.1;6
ENSG00000225304;LOC100132669;2q33.3;2
ENSG00000268472;LOC100132686;11q23.1;11
ENSG00000257731;LOC100132698;14q11.2;14
ENSG00000213727;LOC100132723;22q11.1;22
ENSG00000226946;LOC100132762;2q24.2;2
ENSG00000276127;LOC100132834;6q13;6
ENSG00000235071;LOC100132857;Xp22.2;X
ENSG00000235055;LOC100133029;1p31.3;1
ENSG00000203987;LOC100133077;9q34.3;9
ENSG00000218766;LOC100133102;6q14.3;6
ENSG00000261362;LOC100133127;16p13.11;16
ENSG00000260933;LOC100133137;16p12.3;16
ENSG00000268652;LOC100133225;19q13.41;19
ENSG00000232716;LOC100133252;7q32.3;7
ENSG00000224297;LOC100133316;9q21.13;9
ENSG00000261522;LOC100133920;2q11.1;2
ENSG00000263574;LOC100134391;17q25.1;17
ENSG00000224675;LOC100144595;2q24.1;2
ENSG00000266149;LOC100192426;18p11.23;18
ENSG00000250654;LOC100240735;12q13.13;12
ENSG00000178836;LOC100286922;2q37.1;2
ENSG00000251313;LOC100286946;4p16.1;4
ENSG00000251014;LOC100286958;5q22.2;5
ENSG00000230495;LOC100286962;20p12.1;20
ENSG00000253175;LOC100286997;8q22.1;8
ENSG00000251300;LOC100287014;4q31.21;4
ENSG00000257121;LOC100287148;12q22;12
ENSG00000259394;LOC100287243;15q22.2;15
ENSG00000258431;LOC100287335;14q24.2;14
ENSG00000257629;LOC100287355;12q21.33;12
ENSG00000251647;LOC100287427;4q21.23;4
ENSG00000233558;LOC100287430;6q22.1;6
ENSG00000233031;LOC100287498;2q33.2;2
ENSG00000266105;LOC100287539;18q12.1;18
ENSG00000230000;LOC100287704;7q11.21;7
ENSG00000204117;LOC100287792;20q11.23;20
ENSG00000277182;LOC100287808;17q12;17
ENSG00000270631;LOC100287840;1p13.1;1
ENSG00000220522;LOC100287856;6q22.33;6
ENSG00000257545;LOC100287944;12q23.3;12
ENSG00000237472;LOC100287966;22q11.22;22
ENSG00000253223;LOC100288001;8q13.1;8
ENSG00000250746;LOC100288073;4q32.3;4
ENSG00000255107;LOC100288097;8q13.3;8
ENSG00000267244;LOC100288123;19p13.3;19
ENSG00000251473;LOC100288146;4q24;4
ENSG00000250892;LOC100288172;4p16.3;4
ENSG00000217801;LOC100288175;1p36.33;1
ENSG00000177596;LOC100288208;13q22.1;13
ENSG00000236487;LOC100288233;Xp22.11;X
ENSG00000259622;LOC100288241;15q25.2;15
ENSG00000213556;LOC100288416;9q31.3;9
ENSG00000249518;LOC100288484;5q32;5
ENSG00000248586;LOC100288510;5q11.2;5
ENSG00000184115;LOC100288570;2q13;2
ENSG00000187951;LOC100288637;15q13.2;15
ENSG00000249148;LOC100288683;4p15.33;4
ENSG00000261848;LOC100288728;17p13.3;17
ENSG00000248188;LOC100288771;4p15.32;4
ENSG00000254158;LOC100288803;5q35.3;5
ENSG00000233710;LOC100288853;Xq12;X
ENSG00000277630;LOC100288966;NA;GL000213.1
ENSG00000249977;LOC100289037;5q15;5
ENSG00000259173;LOC100289091;15q21.3;15
ENSG00000243886;LOC100289118;3q22.3;3
ENSG00000283178;LOC100289206;Xq13.1;X
ENSG00000248489;LOC100289230;5q21.1;5
ENSG00000268129;LOC100289361;3q23;3
ENSG00000255380;LOC100289416;11q22.1;11
ENSG00000251545;LOC100289470;5q35.3;5
ENSG00000232528;LOC100289473;20p13;20
ENSG00000286760;LOC100289495;6q27;6
ENSG00000254783;LOC100289518;11q14.2;11
ENSG00000251498;LOC100289568;4q13.2;4
ENSG00000232431;LOC100289656;15q13.1;15
ENSG00000289047;LOC100294145;6p21.32;6
ENSG00000257864;LOC100294713;12q12;12
ENSG00000289161;LOC100310756;8q24.3;8
ENSG00000214278;LOC100310782;5p15.33;5
ENSG00000213480;LOC100418710;4q27;4
ENSG00000241671;LOC100418712;3q25.2;3
ENSG00000230638;LOC100418723;1p34.2;1
ENSG00000258639;LOC100418768;14q21.3;14
ENSG00000228729;LOC100418874;1q42.13;1
ENSG00000230087;LOC100418885;11p15.4;11
ENSG00000236319;LOC100418888;17q22;17
ENSG00000271162;LOC100418956;6p12.3;6
ENSG00000264236;LOC100418959;18q22.1;18
ENSG00000242261;LOC100418961;7q32.1;7
ENSG00000223905;LOC100418965;1p31.1;1
ENSG00000260610;LOC100419016;16p11.2;16
ENSG00000249729;LOC100419045;4p12;4
ENSG00000270292;LOC100419046;4q13.2;4
ENSG00000271624;LOC100419058;11q25;11
ENSG00000217512;LOC100419073;6q14.1;6
ENSG00000254684;LOC100419092;11q14.1;11
ENSG00000224560;LOC100419154;4p12;4
ENSG00000250771;LOC100419170;4q31.3;4
ENSG00000257738;LOC100419293;12q12;12
ENSG00000250037;LOC100419318;5p15.31;5
ENSG00000248308;LOC100419319;5p14.3;5
ENSG00000250345;LOC100419356;4q31.21;4
ENSG00000259743;LOC100419366;15q21.1;15
ENSG00000232344;LOC100419436;17p11.2;17
ENSG00000235639;LOC100419447;7q21.13;7
ENSG00000228429;LOC100419458;7q11.22;7
ENSG00000258439;LOC100419503;14q24.3;14
ENSG00000233157;LOC100419506;22q13.2;22
ENSG00000235653;LOC100419512;2p22.1;2
ENSG00000230407;LOC100419513;2q33.1;2
ENSG00000275318;LOC100419515;9q22.31;9
ENSG00000277866;LOC100419553;5q33.1;5
ENSG00000236159;LOC100419562;20q11.23;20
ENSG00000215444;LOC100419570;20q13.2;20
ENSG00000248196;LOC100419572;4q22.1;4
ENSG00000254398;LOC100419574;15q13.1;15
ENSG00000276605;LOC100419615;8q11.23;8
ENSG00000270328;LOC100419616;8q12.1;8
ENSG00000267770;LOC100419624;17q25.3;17
ENSG00000259873;LOC100419639;16q23.3;16
ENSG00000274970;LOC100419641;7p21.3;7
ENSG00000223740;LOC100419642;7p11.2;7
ENSG00000270425;LOC100419644;7q31.1;7
ENSG00000270911;LOC100419654;1p21.3;1
ENSG00000259502;LOC100419668;14q24.1;14
ENSG00000228513;LOC100419679;2q33.2;2
ENSG00000234837;LOC100419684;2q11.1;2
ENSG00000235951;LOC100419685;2q33.2;2
ENSG00000224762;LOC100419691;9q13;9
ENSG00000277608;LOC100419692;9p21.3;9
ENSG00000229079;LOC100419693;9p11.1;9
ENSG00000256399;LOC100419700;12q14.2;12
ENSG00000271184;LOC100419701;12q24.32;12
ENSG00000266938;LOC100419704;19p13.3;19
ENSG00000270323;LOC100419713;11q13.4;11
ENSG00000273569;LOC100419716;5q34;5
ENSG00000232327;LOC100419739;4q21.21;4
ENSG00000243813;LOC100419755;3q13.33;3
ENSG00000255413;LOC100419761;8p22;8
ENSG00000273978;LOC100419762;8q21.3;8
ENSG00000273580;LOC100419774;7p14.2;7
ENSG00000275295;LOC100419775;7p13;7
ENSG00000276467;LOC100419783;Xp22.13;X
ENSG00000229968;LOC100419784;Xp11.23;X
ENSG00000226010;LOC100419786;Xq11.2;X
ENSG00000232582;LOC100419791;Xq26.3;X
ENSG00000236775;LOC100419806;1q44;1
ENSG00000270226;LOC100419811;22q11.1;22
ENSG00000225394;LOC100419812;2q32.3;2
ENSG00000234424;LOC100419824;9q21.33;9
ENSG00000275488;LOC100419830;12q13.13;12
ENSG00000274219;LOC100419839;19q13.43;19
ENSG00000268866;LOC100419847;19q13.43;19
ENSG00000271410;LOC100419851;5q11.2;5
ENSG00000229398;LOC100419859;20q12;20
ENSG00000251286;LOC100419861;4q12;4
ENSG00000239288;LOC100419877;3q13.13;3
ENSG00000248557;LOC100419878;3q21.3;3
ENSG00000277743;LOC100419891;18p11.21;18
ENSG00000264911;LOC100419894;18q11.2;18
ENSG00000258705;LOC100419912;14q11.2;14
ENSG00000273675;LOC100419913;14q22.1;14
ENSG00000288437;LOC100419917;2p11.2;2
ENSG00000229369;LOC100419923;9q33.3;9
ENSG00000255836;LOC100419928;12p13.31;12
ENSG00000255757;LOC100419932;12q24.32;12
ENSG00000249200;LOC100419960;4q31.3;4
ENSG00000243596;LOC100419967;3q24;3
ENSG00000253942;LOC100419977;8q22.3;8
ENSG00000284706;LOC100420006;2q21.1;2
ENSG00000223368;LOC100420008;9q21.13;9
ENSG00000257752;LOC100420011;12q21.32;12
ENSG00000254926;LOC100420019;11q12.1;11
ENSG00000254867;LOC100420020;11q13.1;11
ENSG00000248185;LOC100420027;5q12.1;5
ENSG00000270981;LOC100420048;3q25.31;3
ENSG00000227267;LOC100420050;3q22.3;3
ENSG00000219384;LOC100420052;6p21.1;6
ENSG00000249848;LOC100420053;8p23.1;8
ENSG00000225017;LOC100420057;8q22.2;8
ENSG00000261527;LOC100420066;16q22.1;16
ENSG00000234780;LOC100420083;Xp11.23;X
ENSG00000229662;LOC100420084;Xp11.23;X
ENSG00000234792;LOC100420089;Xp11.22;X
ENSG00000258878;LOC100420096;14q23.3;14
ENSG00000273597;LOC100420114;9p13.3;9
ENSG00000256496;LOC100420116;12q24.32;12
ENSG00000257035;LOC100420119;12q24.32;12
ENSG00000255333;LOC100420122;11q12.1;11
ENSG00000253472;LOC100420127;5q33.1;5
ENSG00000231349;LOC100420166;1p22.3;1
ENSG00000226483;LOC100420170;1p13.3;1
ENSG00000258134;LOC100420186;12p11.21;12
ENSG00000240296;LOC100420187;19q13.42;19
ENSG00000271364;LOC100420205;15q25.1;15
ENSG00000271111;LOC100420211;6q12;6
ENSG00000219409;LOC100420214;6q24.2;6
ENSG00000227948;LOC100420226;7q31.1;7
ENSG00000250625;LOC100420228;Xq27.2;X
ENSG00000223753;LOC100420247;Xq22.1;X
ENSG00000269475;LOC100420250;Xq28;X
ENSG00000270994;LOC100420254;1q25.3;1
ENSG00000251579;LOC100420298;3q22.1;3
ENSG00000235274;LOC100420320;Xq25;X
ENSG00000229322;LOC100420321;Xq28;X
ENSG00000229731;LOC100420323;Xp21.3;X
ENSG00000270794;LOC100420324;Xp21.2;X
ENSG00000233663;LOC100420325;Xp21.1;X
ENSG00000270241;LOC100420336;1p35.1;1
ENSG00000258836;LOC100420347;14q23.1;14
ENSG00000250430;LOC100420385;4q32.3;4
ENSG00000276623;LOC100420386;4q32.3;4
ENSG00000253160;LOC100420403;8p11.22;8
ENSG00000232626;LOC100420423;1q32.1;1
ENSG00000258065;LOC100420424;14q12;14
ENSG00000271583;LOC100420430;2q22.3;2
ENSG00000214254;LOC100420466;15q12;15
ENSG00000251352;LOC100420514;5q35.3;5
ENSG00000270934;LOC100420531;6q21;6
ENSG00000251354;LOC100420532;8q11.21;8
ENSG00000250637;LOC100420534;8p11.1;8
ENSG00000229762;LOC100420540;7p11.2;7
ENSG00000271696;LOC100420541;7p11.2;7
ENSG00000270749;LOC100420545;7p11.2;7
ENSG00000241207;LOC100420551;Xp11.23;X
ENSG00000275094;LOC100420569;2q11.2;2
ENSG00000227878;LOC100420572;2q32.3;2
ENSG00000276478;LOC100420576;9q21.33-q22.1;9
ENSG00000256651;LOC100420580;12p13.2;12
ENSG00000256657;LOC100420583;12p13.2;12
ENSG00000283403;LOC100420587;19q12;19
ENSG00000259866;LOC100420642;16q12.1;16
ENSG00000226671;LOC100420647;7q21.11;7
ENSG00000271527;LOC100420658;1q24.1;1
ENSG00000270510;LOC100420680;11q14.2;11
ENSG00000249053;LOC100420683;5p15.2;5
ENSG00000259299;LOC100420707;15q13.1;15
ENSG00000275716;LOC100420742;6q16.3;6
ENSG00000253499;LOC100420746;8q23.3;8
ENSG00000258505;LOC100420765;14q21.1;14
ENSG00000271074;LOC100420775;2q34;2
ENSG00000271166;LOC100420790;9q21.13;9
ENSG00000254629;LOC100420800;11q14.1;11
ENSG00000255653;LOC100420801;11q21;11
ENSG00000274486;LOC100420802;11q21;11
ENSG00000277984;LOC100420803;11q21;11
ENSG00000218631;LOC100420839;6q25.3;6
ENSG00000254189;LOC100420845;8q21.13;8
ENSG00000205898;LOC100420864;7q31.33;7
ENSG00000270583;LOC100420872;Xq21.33;X
ENSG00000277704;LOC100420879;1q43;1
ENSG00000215796;LOC100420880;1q44;1
ENSG00000255566;LOC100420899;12q14.2;12
ENSG00000278313;LOC100420930;15q24.1;15
ENSG00000231384;LOC100420939;3q26.31;3
ENSG00000253790;LOC100420944;8p11.21;8
ENSG00000257511;LOC100420981;12p11.21;12
ENSG00000256480;LOC100420983;12p13.31;12
ENSG00000276098;LOC100420990;5p13.3;5
ENSG00000226168;LOC100421009;10q11.23;10
ENSG00000254491;LOC100421023;8p22;8
ENSG00000264050;LOC100421028;17q11.2;17
ENSG00000248106;LOC100421074;5q31.3;5
ENSG00000259507;LOC100421087;15q26.3;15
ENSG00000217488;LOC100421091;6q14.1;6
ENSG00000217060;LOC100421093;6q14.3;6
ENSG00000254423;LOC100421094;8p23.1;8
ENSG00000265713;LOC100421100;17q11.2;17
ENSG00000271419;LOC100421116;1p13.2;1
ENSG00000229695;LOC100421122;2p21;2
ENSG00000257586;LOC100421126;12q12;12
ENSG00000250006;LOC100421141;4q21.1;4
ENSG00000248831;LOC100421142;4q21.1;4
ENSG00000249691;LOC100421154;3q22.2;3
ENSG00000274867;LOC100421158;6p12.3;6
ENSG00000255437;LOC100421160;8p22;8
ENSG00000266691;LOC100421165;17p11.2;17
ENSG00000262700;LOC100421173;16p12.1;16
ENSG00000255853;LOC100421201;12q24.32;12
ENSG00000256626;LOC100421202;12p13.2;12
ENSG00000236241;LOC100421238;3q26.31;3
ENSG00000218857;LOC100421246;6q23.2;6
ENSG00000265639;LOC100421257;18q22.3;18
ENSG00000260251;LOC100421259;16q11.2;16
ENSG00000229635;LOC100421273;1p22.1;1
ENSG00000234269;LOC100421294;9q31.1;9
ENSG00000249285;LOC100421308;5p14.3;5
ENSG00000274451;LOC100421330;6q25.2;6
ENSG00000238090;LOC100421336;7p14.3;7
ENSG00000224278;LOC100421343;1q31.1;1
ENSG00000271597;LOC100421347;2p13.3;2
ENSG00000248851;LOC100421364;4p15.32;4
ENSG00000267687;LOC100421385;18q21.32;18
ENSG00000237572;LOC100421386;7q11.21;7
ENSG00000229110;LOC100421387;7q21.11;7
ENSG00000228187;LOC100421400;1p31.1;1
ENSG00000232499;LOC100421402;1p13.2;1
ENSG00000235251;LOC100421465;1p22.3;1
ENSG00000225568;LOC100421468;1p22.3;1
ENSG00000270773;LOC100421508;3q21.3;3
ENSG00000219712;LOC100421511;6p25.3;6
ENSG00000271702;LOC100421527;18q23;18
ENSG00000271003;LOC100421548;2q11.1;2
ENSG00000255281;LOC100421558;11p14.1;11
ENSG00000237788;LOC100421569;20q13.13;20
ENSG00000213431;LOC100421580;3q12.2;3
ENSG00000260438;LOC100421594;16q21;16
ENSG00000276474;LOC100421603;Xp11.22;X
ENSG00000271712;LOC100421611;14q31.3;14
ENSG00000267218;LOC100421620;19p13.12;19
ENSG00000256723;LOC100421622;11q13.4;11
ENSG00000258823;LOC100421646;14q11.2;14
ENSG00000270470;LOC100421651;2p12;2
ENSG00000256254;LOC100421658;11q22.2;11
ENSG00000249077;LOC100421664;4p16.3;4
ENSG00000278552;LOC100421667;15q11.2;15
ENSG00000240393;LOC100421670;3q13.32;3
ENSG00000241804;LOC100421672;3p14.2;3
ENSG00000254425;LOC100421673;8p22;8
ENSG00000278346;LOC100421674;17q21.2;17
ENSG00000271632;LOC100421684;14q11.2;14
ENSG00000224245;LOC100421692;9q22.32;9
ENSG00000232765;LOC100421746;Xp11.21;X
ENSG00000259016;LOC100421751;14q11.2;14
ENSG00000237115;LOC100421775;6q23.2;6
ENSG00000230785;LOC100421782;7q31.2;7
ENSG00000223593;LOC100421787;14q13.1;14
ENSG00000248237;LOC100421808;4q13.1;4
ENSG00000271475;LOC100421842;1q42.13;1
ENSG00000233724;LOC100421870;10q21.3;10
ENSG00000271368;LOC100421901;7q31.1;7
ENSG00000230973;LOC100421910;Xq26.2;X
ENSG00000254937;LOC100421985;11q24.2;11
ENSG00000278824;LOC100422013;5q13.2;5
ENSG00000249890;LOC100422020;4q13.2;4
ENSG00000251691;LOC100422022;4q13.2;4
ENSG00000251177;LOC100422024;4q13.3;4
ENSG00000242103;LOC100422044;3q13.33;3
ENSG00000265712;LOC100422053;18q21.2;18
ENSG00000269765;LOC100422106;19p13.12;19
ENSG00000249531;LOC100422188;4q13.2;4
ENSG00000251236;LOC100422189;4q13.2;4
ENSG00000268209;LOC100422190;4q13.2;4
ENSG00000251468;LOC100422204;8p22;8
ENSG00000258510;LOC100422225;14q24.3;14
ENSG00000213065;LOC100422263;6q27;6
ENSG00000254392;LOC100422267;8q11.21;8
ENSG00000265188;LOC100422274;18p11.31;18
ENSG00000235907;LOC100422287;1p35.1;1
ENSG00000213252;LOC100422300;11q22.3;11
ENSG00000267430;LOC100422317;18q21.33;18
ENSG00000270698;LOC100422319;16q24.1;16
ENSG00000227249;LOC100422325;7q31.33;7
ENSG00000271468;LOC100422334;14q21.1;14
ENSG00000236701;LOC100422376;9q21.13;9
ENSG00000256533;LOC100422382;11q23.2;11
ENSG00000254877;LOC100422398;11q12.1;11
ENSG00000255381;LOC100422399;11q12.1;11
ENSG00000271243;LOC100422418;2p15;2
ENSG00000253558;LOC100422441;5q14.1;5
ENSG00000270306;LOC100422449;6p12.3;6
ENSG00000217483;LOC100422453;6q13;6
ENSG00000261081;LOC100422491;15q14;15
ENSG00000259892;LOC100422492;15q14;15
ENSG00000258448;LOC100422493;14q24.2;14
ENSG00000267293;LOC100422497;18q21.1;18
ENSG00000250207;LOC100422513;2q21.1;2
ENSG00000231198;LOC100422519;7p14.1;7
ENSG00000257751;LOC100422528;14q11.2;14
ENSG00000258076;LOC100422529;14q11.2;14
ENSG00000232261;LOC100422548;1q24.3;1
ENSG00000271459;LOC100422549;1q24.3;1
ENSG00000216359;LOC100422564;6p24.3;6
ENSG00000218813;LOC100422587;6q12;6
ENSG00000253283;LOC100422614;8q21.2;8
ENSG00000203437;LOC100422622;12p11.21;12
ENSG00000234841;LOC100422627;4q25;4
ENSG00000269651;LOC100422633;19p13.2;19
ENSG00000250505;LOC100422637;4p16.1;4
ENSG00000251278;LOC100422638;4p16.1;4
ENSG00000251338;LOC100422639;4p16.1;4
ENSG00000248611;LOC100422640;4q31.3;4
ENSG00000258750;LOC100422641;14q21.3;14
ENSG00000220918;LOC100422671;6q14.1;6
ENSG00000271339;LOC100422685;Xq26.3;X
ENSG00000248791;LOC100422687;5p15.2;5
ENSG00000273746;LOC100499471;Xq22.1;X
ENSG00000188078;LOC100500719;22q12.3;22
ENSG00000285781;LOC100505502;10p11.22;10
ENSG00000230387;LOC100505664;20p11.21;20
ENSG00000251249;LOC100505685;4q31.3;4
ENSG00000267058;LOC100505715;19q13.31;19
ENSG00000223522;LOC100505716;2p23.2;2
ENSG00000226833;LOC100505774;2p23.2;2
ENSG00000234859;LOC100505782;17q21.2;17
ENSG00000250803;LOC100505841;5q23.2;5
ENSG00000269289;LOC100505851;19p12;19
ENSG00000260735;LOC100505915;16p13.11;16
ENSG00000257711;LOC100505978;12q23.3;12
ENSG00000226733;LOC100505985;6p12.3;6
ENSG00000258525;LOC100506071;14q12;14
ENSG00000285219;LOC100506207;6p24.3;6
